mut	method	top	rep	AB|CD	AC|BD	BC|AD
0.5X	parsimony	AC|BD	27	25034	31602	44990
0.5X	parsimony	AC|BD	28	25418	32343	44398
0.5X	parsimony	AC|BD	29	24867	32350	44861
0.5X	parsimony	AC|BD	30	24677	31847	44597
0.5X	parsimony	AC|BD	31	24760	32465	44772
0.5X	parsimony	AC|BD	32	24817	31768	44618
0.5X	parsimony	AC|BD	33	24933	31449	45019
0.5X	parsimony	AC|BD	34	24906	32441	44774
0.5X	parsimony	AC|BD	35	24924	31719	44582
0.5X	parsimony	AC|BD	36	25273	32101	44688
0.5X	parsimony	AC|BD	37	25109	31910	44701
0.5X	parsimony	AC|BD	38	25516	31298	43948
0.5X	parsimony	AC|BD	39	25675	31753	44808
0.5X	parsimony	AC|BD	40	24562	32161	44499
0.5X	parsimony	AC|BD	41	25343	31692	44901
0.5X	parsimony	AC|BD	42	24885	31937	44512
0.5X	parsimony	AC|BD	43	25198	31486	44562
0.5X	parsimony	AC|BD	44	25048	31189	44823
0.5X	parsimony	AC|BD	45	25125	31641	45365
0.5X	parsimony	AC|BD	46	25111	31673	44836
0.5X	parsimony	AC|BD	47	24821	32122	44604
0.5X	parsimony	AC|BD	48	24567	32049	44396
0.5X	parsimony	AC|BD	49	24998	31798	44376
0.5X	parsimony	AC|BD	50	25284	31471	44762
0.5X	parsimony	AC|BD	51	25061	31923	45140
0.5X	parsimony	AC|BD	52	25114	31732	44527
0.5X	parsimony	AC|BD	53	24894	31859	44986
0.5X	parsimony	AC|BD	54	25023	31344	44933
0.5X	parsimony	AC|BD	55	25260	31343	44591
0.5X	parsimony	AC|BD	56	24835	31505	45004
0.5X	parsimony	AC|BD	57	24749	31916	44818
0.5X	parsimony	AC|BD	58	24649	31714	44624
0.5X	parsimony	AC|BD	59	24715	31868	44738
0.5X	parsimony	AC|BD	60	25285	32023	44337
0.5X	parsimony	AC|BD	61	24542	31649	45126
0.5X	parsimony	AC|BD	62	25299	31361	44472
0.5X	parsimony	AC|BD	63	24956	31614	44398
0.5X	parsimony	AC|BD	64	24924	31949	44459
0.5X	parsimony	AC|BD	65	25162	31930	44677
0.5X	parsimony	AC|BD	66	24866	31748	44571
0.5X	parsimony	AC|BD	67	24757	31567	44326
0.5X	parsimony	AC|BD	68	25119	31717	44061
0.5X	parsimony	AC|BD	69	25111	31632	44642
0.5X	parsimony	AC|BD	70	24914	31608	44681
0.5X	parsimony	AC|BD	71	24812	31508	44355
0.5X	parsimony	AC|BD	72	25275	31940	44875
0.5X	parsimony	AC|BD	73	25075	31607	44730
0.5X	parsimony	AC|BD	74	25153	32176	44991
0.5X	parsimony	AC|BD	75	24952	32548	44421
0.5X	parsimony	AC|BD	76	24922	32277	44329
0.5X	parsimony	AC|BD	77	24993	31771	44662
0.5X	parsimony	AC|BD	78	25519	31863	44326
0.5X	parsimony	AC|BD	79	24918	31858	44454
0.5X	parsimony	AC|BD	80	25192	31908	44032
0.5X	parsimony	AC|BD	81	25166	31966	44355
0.5X	parsimony	AC|BD	82	24956	31723	44476
0.5X	parsimony	AC|BD	83	24717	31764	44729
0.5X	parsimony	AC|BD	84	25361	31766	44792
0.5X	parsimony	AC|BD	85	24851	31699	44598
0.5X	parsimony	AC|BD	86	24788	31582	44688
0.5X	parsimony	AC|BD	87	24818	32038	44552
0.5X	parsimony	AC|BD	88	25184	31572	45042
0.5X	parsimony	AC|BD	89	24843	31392	44525
0.5X	parsimony	AC|BD	90	25077	31888	44795
0.5X	parsimony	AC|BD	91	24972	31505	44557
0.5X	parsimony	AC|BD	92	25281	31491	44884
0.5X	parsimony	AC|BD	93	25229	31663	44443
0.5X	parsimony	AC|BD	94	25172	32009	44054
0.5X	parsimony	AC|BD	95	25286	31831	44260
0.5X	parsimony	AC|BD	96	24666	31710	44666
0.5X	parsimony	AC|BD	97	25276	31859	44622
0.5X	parsimony	AC|BD	98	25121	31917	45058
0.5X	parsimony	AC|BD	99	24986	31665	44924
0.5X	parsimony	AC|BD	100	24917	32132	44789
0.5X	parsimony	BC|AD	1	25044	27760	48947
0.5X	parsimony	BC|AD	2	25019	27924	48735
0.5X	parsimony	BC|AD	3	25105	28191	48864
0.5X	parsimony	BC|AD	4	24949	28219	48387
0.5X	parsimony	BC|AD	5	25018	28250	48083
0.5X	parsimony	BC|AD	6	24977	28582	48159
0.5X	parsimony	BC|AD	7	25463	28320	48365
0.5X	parsimony	BC|AD	8	25005	28131	48561
0.5X	parsimony	BC|AD	9	25206	28032	48086
0.5X	parsimony	BC|AD	10	24627	28504	48063
0.5X	parsimony	BC|AD	11	25083	28093	48847
0.5X	parsimony	BC|AD	12	24870	27884	48164
0.5X	parsimony	BC|AD	13	24752	27878	48180
0.5X	parsimony	BC|AD	14	25360	28371	48408
0.5X	parsimony	BC|AD	15	25279	28065	47897
0.5X	parsimony	BC|AD	16	25502	28589	48606
0.5X	parsimony	BC|AD	17	25300	28474	48174
0.5X	parsimony	BC|AD	18	25109	28249	48355
0.5X	parsimony	BC|AD	19	25271	28484	48535
0.5X	parsimony	BC|AD	20	25061	27989	48230
0.5X	parsimony	BC|AD	21	24849	28562	48009
0.5X	parsimony	BC|AD	22	25124	28420	48625
0.5X	parsimony	BC|AD	23	25004	27963	48422
0.5X	parsimony	BC|AD	24	25136	27492	48822
0.5X	parsimony	BC|AD	25	25060	28045	48490
0.5X	parsimony	BC|AD	26	24856	27925	48533
0.5X	parsimony	BC|AD	27	25065	28288	48275
0.5X	parsimony	BC|AD	28	25552	28161	48457
0.5X	parsimony	BC|AD	29	25885	28250	48531
0.5X	parsimony	BC|AD	30	25133	27939	48447
0.5X	parsimony	BC|AD	31	25300	28163	48357
0.5X	parsimony	BC|AD	32	25299	28447	48241
0.5X	parsimony	BC|AD	33	25095	27839	47719
0.5X	parsimony	BC|AD	34	24584	27979	48326
0.5X	parsimony	BC|AD	35	24944	27902	48398
0.5X	parsimony	BC|AD	36	25018	27781	48423
0.5X	parsimony	BC|AD	37	25027	28439	49365
0.5X	parsimony	BC|AD	38	25079	28239	48213
0.5X	parsimony	BC|AD	39	24891	27982	48191
0.5X	parsimony	BC|AD	40	24840	27758	48961
0.5X	parsimony	BC|AD	41	24915	28343	48210
0.5X	parsimony	BC|AD	42	25540	28334	47994
0.5X	parsimony	BC|AD	43	25151	28097	48140
0.5X	parsimony	BC|AD	44	24700	27922	48209
0.5X	parsimony	BC|AD	45	25477	27759	48489
0.5X	parsimony	BC|AD	46	24775	27811	47809
0.5X	parsimony	BC|AD	47	25463	28007	48314
0.5X	parsimony	BC|AD	48	24779	27684	47927
0.5X	parsimony	BC|AD	49	24891	27924	48505
0.5X	parsimony	BC|AD	50	24957	28619	48669
0.5X	parsimony	BC|AD	51	25196	28456	48021
